1;0.000000;0.000000;0.000000;0.000000
2;-0.025347;-0.001203;-0.003519;-0.000167
3;-0.013022;-0.006948;-0.005946;-0.001423
4;-0.009127;-0.011875;-0.007558;-0.003854
5;-0.022141;-0.014807;-0.011875;-0.006884
6;0.015818;-0.021085;-0.006625;-0.011066
7;-0.007535;-0.019928;-0.007401;-0.014347
8;-0.014009;-0.019678;-0.009546;-0.016957
9;-0.020909;-0.019060;-0.012940;-0.018878
10;0.009263;-0.019737;-0.008700;-0.020513
11;0.000203;-0.016159;-0.007085;-0.020929
12;0.001389;-0.013218;-0.005392;-0.020469
13;-0.029870;-0.008028;-0.010945;-0.018768
14;-0.056556;-0.002146;-0.021686;-0.015867
15;-0.006386;-0.001386;-0.019784;-0.013091
16;-0.042561;0.004627;-0.025969;-0.009292
17;0.006186;0.003417;-0.020436;-0.006230
18;0.024825;0.002361;-0.011277;-0.003818
19;-0.032667;0.007641;-0.015901;-0.000600
20;-0.039364;0.010630;-0.021451;0.002796
21;0.000866;0.009235;-0.017320;0.005346
22;-0.039313;0.013789;-0.022550;0.008451
23;-0.033820;0.014407;-0.025859;0.011152
24;0.006425;0.013434;-0.019661;0.013123
25;-0.023999;0.020906;-0.020921;0.016333
26;-0.020038;0.025356;-0.021098;0.019949
27;-0.042350;0.031595;-0.026203;0.024304
28;-0.081194;0.039088;-0.039318;0.029566
29;-0.025016;0.040258;-0.038075;0.034177
30;-0.061265;0.048076;-0.044871;0.039677
31;-0.047470;0.049078;-0.047509;0.044402
32;-0.056846;0.051069;-0.051656;0.048645
33;-0.034588;0.050760;-0.050028;0.051935
34;-0.059648;0.054404;-0.053953;0.055272
35;-0.076931;0.054606;-0.061030;0.057882
36;-0.015121;0.049842;-0.053110;0.058748
37;-0.035950;0.051646;-0.050575;0.059576
38;-0.062169;0.053677;-0.054078;0.060452
39;-0.082987;0.054325;-0.061688;0.061089
40;-0.048716;0.050850;-0.060503;0.060616
41;-0.041123;0.051216;-0.057554;0.060059
42;-0.046282;0.054328;-0.055964;0.060078
43;-0.086733;0.060884;-0.063528;0.061402
44;-0.051468;0.063384;-0.062139;0.062975
45;-0.113139;0.071789;-0.074587;0.066091
46;-0.040545;0.070171;-0.069047;0.068305
47;-0.050218;0.076983;-0.066123;0.071601
48;-0.076007;0.084254;-0.069192;0.075938
49;-0.108036;0.091581;-0.078942;0.081177
50;-0.055911;0.093124;-0.075633;0.085877
51;-0.103143;0.106008;-0.083104;0.092614
52;-0.119851;0.118539;-0.093203;0.101022
53;-0.062842;0.125889;-0.089002;0.109681
54;-0.145578;0.141873;-0.103559;0.120434
55;-0.058506;0.140976;-0.096507;0.129172
56;-0.096748;0.149773;-0.098549;0.138252
57;-0.085944;0.151641;-0.097662;0.146037
58;-0.086316;0.153499;-0.096730;0.152649
59;-0.127708;0.158131;-0.104995;0.158841
60;-0.133664;0.157333;-0.113375;0.163447
61;-0.085901;0.149874;-0.109736;0.165178
62;-0.086306;0.148418;-0.106339;0.165768
63;-0.122886;0.147489;-0.111345;0.165535
64;-0.060015;0.138885;-0.101459;0.162923
65;-0.077415;0.139956;-0.096533;0.160466
66;-0.041427;0.135522;-0.084113;0.156995
67;-0.048732;0.135191;-0.074926;0.153630
68;-0.032921;0.134168;-0.063524;0.150276
69;-0.031534;0.133765;-0.053514;0.147135
70;-0.007087;0.131290;-0.039656;0.143771
71;0.015498;0.127944;-0.022935;0.140063
72;-0.013195;0.128818;-0.015322;0.137045
73;-0.000685;0.126784;-0.006553;0.134018
74;0.014516;0.127853;0.003821;0.131708
75;0.014346;0.130138;0.012130;0.130320
76;0.065447;0.130662;0.030093;0.129356
77;0.068390;0.136975;0.045673;0.130059
78;0.013894;0.148734;0.046179;0.133433
79;0.067463;0.150731;0.057680;0.136925
80;0.041606;0.161528;0.061079;0.142438
81;0.131844;0.159400;0.083401;0.146771
82;0.142165;0.164229;0.104382;0.151566
83;0.095501;0.171964;0.111253;0.157374
84;0.119735;0.172897;0.121577;0.162495
85;0.152091;0.172715;0.136788;0.166717
86;0.178892;0.173468;0.155023;0.170328
87;0.191186;0.176580;0.172592;0.173915
88;0.135516;0.185946;0.174262;0.178872
89;0.249198;0.181197;0.199960;0.181850
90;0.283226;0.182462;0.228896;0.184426
91;0.233436;0.186152;0.241700;0.187197
92;0.297409;0.175428;0.265743;0.186914
93;0.330686;0.166327;0.292738;0.184335
94;0.351180;0.157648;0.319332;0.179887
95;0.372729;0.151366;0.345683;0.174408
96;0.388489;0.147412;0.370413;0.168629
97;0.384220;0.146850;0.389147;0.163429
98;0.400741;0.146068;0.407247;0.158757
99;0.400622;0.147046;0.421083;0.154998
100;0.460057;0.136389;0.444569;0.149472
101;0.496491;0.123287;0.471389;0.141883
102;0.521349;0.110150;0.498469;0.132532
103;0.522989;0.099317;0.520483;0.122226
104;0.526632;0.093390;0.538450;0.112263
105;0.623061;0.082993;0.573674;0.101677
106;0.621456;0.085518;0.602019;0.093510
107;0.643182;0.086076;0.629421;0.087076
108;0.669463;0.083453;0.656956;0.081468
109;0.694785;0.076592;0.684343;0.075634
110;0.725346;0.066883;0.712732;0.068959
111;0.717399;0.059072;0.733328;0.061971
112;0.774114;0.042591;0.761576;0.052775
113;0.814521;0.028959;0.792899;0.042300
114;0.831965;0.022183;0.821713;0.032283
115;0.861861;0.019890;0.851056;0.023716
116;0.857930;0.023692;0.873241;0.017815
117;0.901279;0.026538;0.899743;0.014038
118;0.953762;0.027764;0.932112;0.011731
119;0.914632;0.033885;0.949057;0.011759
120;0.950237;0.031607;0.969227;0.011887
121;0.977214;0.031065;0.990393;0.012414
122;0.952625;0.038541;1.000936;0.015018
123;1.041139;0.036769;1.027610;0.017297
124;0.991024;0.049229;1.037450;0.022400
125;1.072108;0.048936;1.061965;0.027040
126;1.086486;0.049412;1.084491;0.031357
127;1.122295;0.048570;1.110049;0.035021
128;1.142646;0.049187;1.134781;0.038379
129;1.180389;0.050866;1.162649;0.041662
130;1.197107;0.057416;1.188512;0.045934
131;1.217319;0.066163;1.213347;0.051528
132;1.240026;0.073167;1.237816;0.057846
133;1.253052;0.080784;1.259782;0.064882
134;1.327795;0.076010;1.293390;0.069714
135;1.329006;0.075645;1.320695;0.073556
136;1.393892;0.063961;1.356655;0.073977
137;1.435859;0.051713;1.394998;0.071279
138;1.461477;0.040253;1.431628;0.066071
139;1.477358;0.030535;1.464438;0.059134
140;1.513050;0.018640;1.498254;0.050289
141;1.559301;0.010596;1.535269;0.040742
142;1.579010;0.003513;1.569075;0.030907
143;1.596991;-0.002083;1.599610;0.021260
144;1.656614;-0.011521;1.636592;0.011009
145;1.618299;-0.010767;1.657255;0.002597
146;1.651770;-0.017014;1.679703;-0.005701
147;1.679581;-0.022858;1.702575;-0.013765
148;1.709079;-0.033191;1.726292;-0.022591
149;1.789947;-0.050928;1.762340;-0.033709
150;1.798522;-0.062499;1.792999;-0.045408
151;1.848453;-0.074234;1.828131;-0.057591
152;1.868210;-0.081060;1.860383;-0.069038
153;1.896591;-0.088061;1.891985;-0.079822
154;1.944177;-0.096023;1.927299;-0.090204
155;1.976628;-0.101571;1.962441;-0.099664
156;2.010049;-0.111506;1.997592;-0.109284
157;2.049294;-0.122649;2.034008;-0.119307
158;2.082895;-0.129555;2.070219;-0.128724
159;2.129998;-0.136482;2.109224;-0.137606
160;2.129595;-0.138668;2.139974;-0.144957
161;2.159595;-0.137880;2.170268;-0.150307
162;2.200953;-0.136411;2.202744;-0.153783
163;2.193077;-0.132859;2.226125;-0.155200
164;2.245040;-0.135880;2.254993;-0.156355
165;2.266254;-0.140168;2.281868;-0.157641
166;2.301803;-0.150133;2.310251;-0.160385
167;2.319523;-0.158125;2.336010;-0.164021
168;2.333842;-0.163982;2.358745;-0.167990
169;2.363127;-0.168325;2.382255;-0.171931
170;2.355825;-0.166667;2.398325;-0.174517
171;2.342063;-0.159147;2.406525;-0.174619
172;2.403923;-0.153938;2.424958;-0.173100
173;2.409186;-0.142076;2.439852;-0.168728
174;2.448246;-0.129391;2.459309;-0.161751
175;2.423627;-0.105570;2.468578;-0.150097
176;2.456143;-0.086769;2.481806;-0.135601
177;2.480216;-0.069594;2.496750;-0.119144
178;2.475788;-0.054536;2.506891;-0.101621
179;2.492716;-0.049895;2.517687;-0.085673
180;2.537109;-0.055612;2.535318;-0.073585
181;2.557423;-0.060527;2.553601;-0.064807
182;2.586488;-0.065886;2.574406;-0.059079
183;2.611686;-0.073614;2.596533;-0.056557
184;2.657007;-0.081835;2.624281;-0.056918
185;2.667166;-0.083866;2.648998;-0.058347
186;2.694138;-0.087405;2.674726;-0.060960
187;2.724306;-0.091479;2.701990;-0.064637
188;2.746685;-0.094580;2.728781;-0.068932
189;2.760079;-0.097521;2.753068;-0.073639
190;2.785010;-0.100471;2.777694;-0.078616
191;2.808986;-0.102123;2.802378;-0.083458
192;2.833341;-0.106037;2.827173;-0.088611
193;2.844775;-0.110424;2.849145;-0.094078
194;2.872052;-0.119854;2.872184;-0.100888
195;2.899060;-0.129782;2.896109;-0.108926
196;2.930265;-0.140999;2.921748;-0.118257
197;2.960453;-0.150722;2.948644;-0.128310
198;2.975537;-0.162743;2.973221;-0.139427
199;3.008745;-0.177692;2.999797;-0.152054
200;3.061263;-0.192768;3.032437;-0.165943
201;3.065495;-0.204037;3.059513;-0.179992
202;3.094711;-0.218069;3.087235;-0.194707
203;3.132520;-0.232790;3.117426;-0.210074
204;3.182585;-0.251728;3.152492;-0.226875
205;3.199700;-0.271918;3.184373;-0.245127
206;3.238660;-0.290228;3.218267;-0.264138
207;3.268975;-0.300821;3.251927;-0.281990
208;3.292449;-0.309339;3.283779;-0.298273
209;3.322549;-0.318301;3.315480;-0.313224
210;3.363425;-0.328255;3.349434;-0.327196
211;3.376246;-0.333960;3.379041;-0.339345
212;3.412485;-0.339765;3.410057;-0.349922
213;3.423808;-0.344159;3.436726;-0.358830
214;3.459969;-0.352373;3.465163;-0.367174
215;3.485243;-0.362527;3.492746;-0.375511
216;3.516534;-0.375716;3.520952;-0.384574
217;3.544332;-0.390430;3.548943;-0.394657
218;3.573157;-0.403897;3.576992;-0.405381
219;3.597787;-0.413291;3.604168;-0.415765
220;3.636044;-0.420506;3.633651;-0.425370
221;3.646143;-0.421331;3.658855;-0.432872
222;3.665376;-0.421244;3.682366;-0.438351
223;3.685013;-0.420102;3.704536;-0.441869
224;3.718221;-0.416329;3.728637;-0.443147
225;3.711723;-0.410572;3.745588;-0.442101
226;3.725950;-0.405332;3.760986;-0.439237
227;3.746848;-0.401603;3.776641;-0.435235
228;3.734665;-0.399965;3.785226;-0.430825
229;3.746216;-0.402611;3.793068;-0.427138
230;3.781506;-0.404912;3.805757;-0.424110
231;3.786943;-0.403998;3.816144;-0.421020
232;3.800487;-0.402259;3.826427;-0.417760
233;3.797197;-0.398991;3.832944;-0.414066
234;3.816686;-0.398408;3.841373;-0.410649
235;3.822477;-0.397910;3.848524;-0.407546
236;3.830391;-0.398210;3.855119;-0.404937
237;3.828943;-0.397584;3.859224;-0.402585
238;3.824173;-0.396526;3.860495;-0.400384
239;3.828491;-0.395613;3.861438;-0.398364
